Territórios,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Benavente,4040,4221,4364,4517,4686,4817,4941,5090,5194,5279,5317,5251,5146,5048,4971,4884,4786,4718,4664,4654,4683,4715,4730,4732
Cartaxo,3373,3440,3503,3542,3577,3619,3652,3665,3674,3662,3603,3533,3453,3367,3295,3212,3133,3073,3045,3033,3017,3023,3041,3047
Chamusca,1438,1377,1323,1287,1257,1229,1222,1197,1166,1158,1152,1141,1121,1089,1055,1020,984,960,944,935,921,907,903,904
Coruche,2538,2532,2514,2514,2535,2551,2544,2518,2484,2436,2390,2335,2267,2196,2130,2075,2024,1979,1953,1931,1913,1907,1904,1883
Golegã,817,807,796,787,792,798,802,797,776,747,749,757,734,701,673,653,647,647,644,633,626,625,620,619
Rio Maior,3301,3309,3312,3301,3289,3280,3259,3245,3241,3219,3173,3119,3064,2997,2947,2918,2882,2867,2883,2890,2906,2942,2976,3000
Salvaterra de Magos,2944,3004,3079,3144,3194,3247,3304,3347,3367,3350,3291,3201,3118,3038,2936,2866,2807,2737,2699,2724,2776,2825,2885,2926
Santarém,9068,9103,9134,9157,9183,9185,9141,9069,9029,8982,8887,8793,8714,8575,8400,8256,8105,7963,7843,7777,7738,7726,7761,7767
Amadora,26604,26798,26809,26667,26442,26146,25885,25750,25649,25708,26022,26280,26334,26278,26152,26022,25946,25852,25692,25357,25205,25551,26138,26782
Cascais,26619,27944,29172,30215,31140,31973,32773,33586,34337,34688,34819,34973,34908,34756,34600,34457,34284,33930,33433,32633,31639,31177,30932,30381
Lisboa,67085,68471,69466,69908,69950,69848,69726,69849,70450,70988,72971,75625,76868,77535,77846,78022,77851,77077,75912,74341,73373,74467,76450,77822
Loures,31958,32235,32456,32497,32483,32359,32122,31998,31928,31874,31558,31354,31492,31505,31425,31341,31278,31150,30979,30739,30553,30699,31165,31644
Mafra,9069,9623,10233,10875,11536,12204,12873,13528,14125,14677,14996,15021,14940,14838,14761,14691,14642,14627,14630,14644,14531,14398,14242,13961
Odivelas,20125,20409,20646,20850,20987,21040,21124,21305,21497,21650,22046,22584,22879,23098,23284,23452,23649,23666,23476,23183,23099,23440,23961,24399
Oeiras,23183,23745,24318,24833,25262,25682,26025,26331,26700,26894,27017,27270,27364,27271,27093,26904,26686,26333,25966,25366,24716,24480,24421,24225
Sintra,67223,68597,69564,69844,69829,69605,69097,68549,68005,67358,66984,66818,66122,64948,63646,62470,61513,60696,59917,59167,58479,58251,58608,59011
Vila Franca de Xira,20700,21020,21256,21512,21849,22194,22450,22691,22929,23146,23334,23407,23301,23087,22837,22620,22424,22192,21983,21713,21352,21133,21053,20913
Alcochete,2178,2283,2404,2540,2685,2831,2987,3137,3274,3391,3454,3468,3475,3465,3422,3383,3372,3353,3315,3275,3206,3146,3108,3046
Almada,23203,23965,24644,25191,25624,25990,26341,26680,26910,26859,26832,26889,26756,26536,26234,25972,25753,25500,25340,25147,24866,24817,25013,25190
Barreiro,10396,10552,10734,10893,11031,11142,11213,11261,11289,11253,11289,11394,11399,11318,11221,11147,11076,10999,10930,10798,10618,10524,10625,10815
Moita,11366,11338,11355,11324,11254,11164,11102,11039,10972,10801,10701,10777,10773,10677,10511,10369,10276,10188,10118,10115,10115,10145,10280,10443
Montijo,6075,6347,6580,6815,7085,7384,7731,8077,8362,8598,8789,8912,8958,8943,8939,8979,9036,9092,9182,9271,9308,9388,9536,9653
Palmela,8772,9028,9312,9537,9781,10063,10330,10571,10781,10897,10950,10997,10959,10842,10690,10555,10433,10307,10256,10308,10303,10263,10261,10270
Seixal,25470,25763,25946,26052,26100,26044,25981,25982,25970,25814,25818,25941,25926,25802,25552,25330,25276,25273,25197,25173,25143,25192,25493,25925
Sesimbra,6410,6704,7006,7312,7645,7957,8235,8520,8773,8956,9027,8969,8831,8689,8547,8431,8351,8254,8152,8083,8032,8072,8163,8173
Setúbal,17992,18306,18665,18950,19196,19452,19701,19959,20170,20234,20237,20164,19935,19635,19315,19080,18918,18733,18546,18285,17854,17469,17211,16965
Alcácer do Sal,1857,1822,1783,1759,1750,1731,1700,1669,1648,1641,1632,1605,1559,1516,1480,1441,1402,1365,1339,1298,1248,1229,1226,1207
Grândola,1832,1837,1855,1875,1872,1861,1860,1870,1892,1910,1904,1896,1898,1872,1849,1847,1818,1779,1746,1721,1723,1745,1760,1776
Odemira,3395,3356,3308,3280,3256,3220,3187,3163,3157,3180,3217,3194,3119,3047,2985,2943,2925,2942,2973,3018,3109,3256,3429,3574
Santiago do Cacém,3976,3862,3784,3738,3699,3634,3592,3585,3595,3640,3671,3665,3648,3612,3568,3540,3533,3521,3508,3505,3499,3510,3510,3461
Sines,2127,2105,2097,2105,2117,2121,2104,2084,2081,2049,2034,2063,2070,2049,2042,2054,2071,2083,2086,2077,2075,2097,2108,2094
Aljustrel,1381,1347,1309,1265,1222,1179,1141,1130,1116,1087,1070,1073,1076,1060,1040,1033,1051,1069,1082,1091,1093,1099,1099,1100
Almodôvar,944,930,914,890,871,865,862,860,877,898,894,871,836,803,792,785,777,776,774,768,761,755,745,724
Alvito,347,339,333,334,338,340,332,327,329,315,296,293,295,300,299,303,304,298,294,293,291,289,290,295
Barrancos,258,251,247,243,244,249,241,234,237,242,245,243,238,235,231,226,223,219,214,203,191,186,183,178
Beja,5237,5245,5291,5334,5370,5389,5399,5411,5423,5427,5421,5430,5397,5323,5239,5180,5132,5062,5001,4908,4839,4820,4841,4869
Castro Verde,1057,1042,1033,1034,1041,1040,1032,1016,993,984,968,949,933,916,896,872,863,860,865,861,842,841,842,844
Cuba,708,713,704,690,686,686,687,691,696,694,685,679,661,645,637,613,596,589,582,582,583,582,575,566
Ferreira do Alentejo,1164,1149,1125,1102,1091,1077,1070,1063,1051,1027,1005,996,986,971,957,960,960,947,934,933,949,956,965,971
Mértola,991,932,886,852,816,783,758,729,701,692,685,660,642,627,606,593,587,571,549,543,543,535,524,517
Moura,2572,2549,2527,2526,2527,2491,2451,2434,2424,2412,2394,2370,2319,2253,2202,2150,2109,2065,2020,2013,2026,2025,2007,1977
Ourique,659,645,643,640,633,625,609,593,580,579,572,551,532,522,515,510,501,490,490,490,489,492,504,510
Serpa,2357,2356,2351,2344,2315,2260,2209,2149,2085,2017,1947,1887,1829,1784,1745,1709,1672,1634,1608,1611,1619,1618,1624,1616
Vidigueira,917,914,910,897,875,855,837,822,819,839,851,829,805,782,759,742,725,700,683,678,680,697,708,699
Alter do Chão,476,468,467,462,450,446,441,432,421,400,387,385,384,381,374,372,376,375,364,364,370,374,380,378
Arronches,391,389,385,384,383,378,373,366,351,324,302,292,286,280,276,281,290,296,305,310,307,311,320,320
Avis,665,651,643,633,616,593,570,555,526,484,461,450,431,422,429,433,432,428,427,435,435,431,428,432
Campo Maior,1299,1311,1322,1328,1325,1303,1277,1274,1296,1323,1338,1341,1342,1325,1300,1279,1255,1235,1219,1212,1199,1165,1126,1079
Castelo de Vide,508,497,480,468,464,459,450,431,411,397,379,359,337,320,314,308,304,307,311,311,302,299,304,306
Crato,419,413,413,411,409,399,388,388,394,383,365,352,335,319,309,307,299,294,294,295,297,297,301,301
Elvas,3800,3770,3752,3722,3676,3602,3507,3450,3437,3464,3471,3425,3355,3248,3141,3073,3024,3006,3033,3023,2949,2887,2831,2766
Fronteira,481,468,459,452,449,443,431,427,429,423,416,416,404,389,375,363,354,344,334,320,311,305,295,284
Gavião,443,429,431,428,422,411,395,381,373,365,352,334,313,293,282,282,286,278,266,259,249,241,243,247
Marvão,440,432,432,429,429,423,410,384,357,355,355,344,334,323,310,299,297,291,282,286,295,296,295,302
Monforte,441,445,456,467,474,483,490,492,490,493,486,469,466,468,463,450,438,431,428,431,423,413,405,400
Nisa,853,849,845,838,829,826,816,789,763,751,732,692,652,622,595,572,548,527,514,497,475,467,467,472
Ponte de Sor,2585,2545,2517,2471,2421,2368,2319,2278,2235,2185,2121,2066,2019,1959,1891,1841,1809,1786,1768,1768,1763,1756,1765,1762
Portalegre,3527,3468,3424,3377,3370,3389,3377,3339,3315,3307,3280,3224,3183,3138,3066,3017,2968,2919,2880,2834,2784,2732,2682,2624
Sousel,744,736,725,721,719,713,701,687,677,664,633,599,580,556,533,517,509,504,494,487,489,491,491,477
Alandroal,819,804,779,753,725,710,702,690,676,664,654,639,616,594,580,577,571,555,540,536,529,510,492,480
Arraiolos,1013,1006,1009,1009,998,979,962,950,932,925,920,897,869,844,814,795,788,777,759,752,767,784,797,809
Borba,1016,998,983,971,958,940,921,908,896,874,844,827,826,816,798,783,770,767,762,763,773,767,758,754
Estremoz,2122,2070,2030,1995,1959,1909,1846,1799,1754,1689,1643,1621,1599,1569,1536,1514,1504,1500,1491,1487,1487,1491,1495,1496
Évora,8535,8502,8467,8458,8474,8463,8408,8352,8319,8250,8204,8169,8064,7921,7771,7685,7626,7547,7485,7407,7286,7194,7129,7063
Montemor-o-Novo,2356,2324,2282,2245,2232,2225,2206,2189,2168,2113,2067,2046,2012,1966,1937,1926,1906,1877,1860,1861,1870,1877,1873,1862
Mora,638,625,613,597,582,567,555,541,528,525,508,487,472,451,432,425,421,411,400,391,377,364,365,374
Mourão,531,528,531,524,503,480,466,453,439,422,408,398,379,365,356,346,345,337,328,330,337,346,351,352
Portel,1020,1000,980,959,932,898,866,850,839,828,811,785,772,757,724,691,667,664,661,667,675,679,672,649
Redondo,1005,997,1005,1019,1018,997,974,970,959,947,940,918,892,864,841,820,800,771,746,727,722,732,737,736
Reguengos de Monsaraz,1647,1627,1611,1613,1617,1607,1589,1561,1556,1558,1522,1485,1452,1412,1387,1365,1341,1315,1281,1252,1247,1251,1256,1252
Vendas Novas,1550,1573,1613,1642,1669,1693,1711,1717,1712,1679,1643,1625,1604,1582,1555,1528,1504,1472,1427,1402,1392,1399,1407,1413
Viana do Alentejo,842,834,845,846,846,848,850,856,862,861,851,825,791,768,746,728,713,703,701,696,696,706,716,727
Vila Viçosa,1281,1254,1232,1221,1204,1176,1151,1124,1097,1074,1048,1019,996,970,942,920,898,881,860,842,839,825,810,786
Albufeira,5409,5673,5910,6117,6339,6528,6657,6778,6908,7022,7043,6995,6919,6832,6757,6714,6685,6661,6600,6441,6337,6517,6793,6945
Alcoutim,321,308,299,287,276,273,262,252,242,227,222,221,212,197,191,186,176,170,166,165,160,159,159,155
Aljezur,626,629,629,634,647,665,678,689,699,731,751,746,747,745,741,749,770,790,805,805,798,817,854,874
Castro Marim,849,863,860,853,859,869,885,895,890,881,862,837,811,779,754,740,734,728,728,733,746,768,788,806
Faro,8472,8678,8896,9066,9257,9440,9593,9750,9874,9902,9953,10011,9951,9852,9730,9678,9682,9666,9641,9574,9491,9532,9615,9629
Lagoa,3393,3438,3492,3538,3575,3632,3697,3754,3804,3818,3797,3748,3663,3563,3490,3457,3433,3408,3386,3346,3326,3352,3381,3408
Lagos,4131,4283,4429,4549,4655,4784,4915,5026,5130,5205,5188,5090,4962,4819,4693,4621,4588,4536,4494,4472,4396,4363,4377,4369
Loulé,8935,9254,9582,9879,10128,10351,10576,10832,11062,11214,11181,11014,10833,10633,10484,10416,10394,10355,10234,10133,10099,10197,10360,10475
Monchique,759,718,681,658,644,633,620,605,596,581,563,553,541,539,539,538,544,547,554,562,562,559,546,544
Olhão,6613,6682,6770,6900,7062,7168,7234,7332,7449,7541,7586,7553,7447,7288,7124,7019,6930,6835,6734,6644,6543,6483,6472,6412
Portimão,6843,7180,7539,7866,8148,8426,8733,9009,9227,9390,9473,9447,9341,9242,9172,9133,9085,9012,8968,8902,8819,9004,9302,9436
São Brás de Alportel,1442,1455,1469,1494,1518,1532,1554,1574,1596,1606,1575,1549,1534,1516,1516,1515,1511,1517,1531,1544,1544,1550,1564,1552
Silves,4474,4579,4701,4806,4908,4990,5065,5138,5220,5321,5356,5332,5292,5229,5172,5146,5135,5126,5165,5231,5273,5340,5423,5504
Tavira,3155,3183,3254,3296,3321,3365,3430,3499,3562,3610,3599,3571,3544,3492,3434,3406,3407,3403,3384,3330,3280,3262,3249,3230
Vila do Bispo,689,669,669,682,689,688,683,672,655,650,649,647,645,656,675,696,718,731,737,750,757,767,791,802
Vila Real de Santo António,2786,2815,2839,2859,2887,2919,2938,2964,2988,3000,3013,3012,2973,2912,2867,2843,2810,2776,2728,2667,2604,2570,2554,2539
Vila do Porto,1169,1150,1135,1109,1083,1074,1064,1041,1011,984,962,935,917,895,860,838,832,827,820,811,804,798,783,761
Lagoa [R.A.A.],3593,3520,3455,3403,3363,3320,3262,3200,3130,3060,2997,2939,2880,2808,2729,2661,2601,2540,2481,2442,2423,2411,2394,2364
Nordeste,1051,1037,1026,1008,984,953,923,896,878,868,854,824,782,751,728,702,672,649,631,612,594,579,568,551
Ponta Delgada,14691,14531,14375,14220,14067,13881,13676,13468,13260,12969,12660,12385,12053,11731,11408,11099,10838,10578,10326,10100,9926,9850,9806,9707
Povoação,1459,1413,1378,1347,1323,1295,1254,1216,1195,1167,1128,1091,1046,1005,977,948,910,877,848,813,789,774,764,744
Ribeira Grande,8014,7964,7921,7871,7806,7715,7648,7644,7643,7603,7513,7368,7201,7027,6825,6658,6528,6396,6258,6129,6046,5966,5856,5702
Vila Franca do Campo,2725,2644,2582,2539,2495,2445,2390,2332,2258,2207,2168,2102,2035,1954,1880,1820,1762,1709,1657,1614,1567,1519,1481,1450
Angra do Heroísmo,7074,6920,6800,6720,6606,6476,6356,6232,6112,5982,5849,5727,5608,5461,5285,5146,5018,4873,4746,4666,4606,4538,4450,4341
Vila da Praia da Vitória,4013,3999,3986,3947,3889,3817,3746,3687,3610,3541,3454,3324,3211,3122,3026,2949,2888,2821,2768,2741,2739,2718,2666,2639
Santa Cruz da Graciosa,821,802,779,761,748,721,698,686,669,648,637,632,620,615,617,603,590,591,597,597,600,603,601,595
Calheta [R.A.A.],712,673,651,636,619,601,592,586,575,567,559,549,536,522,516,511,495,476,466,460,448,436,426,414
Velas,993,974,960,934,905,877,852,833,815,790,767,755,745,723,695,682,671,658,653,646,636,629,620,608
Lajes do Pico,801,782,756,736,723,701,683,667,655,637,618,615,617,608,587,569,564,563,560,553,548,542,534,531
Madalena,1026,1011,993,968,953,948,940,926,909,898,884,871,871,872,872,873,881,894,910,922,918,915,920,918
São Roque do Pico,609,584,567,549,529,520,508,494,480,454,440,438,432,431,433,432,430,427,426,424,422,425,430,431
Horta,2721,2688,2651,2630,2606,2575,2558,2539,2482,2424,2391,2353,2291,2237,2172,2107,2080,2060,2034,2003,1964,1928,1904,1889
Lajes das Flores,243,239,230,223,221,224,226,219,210,211,209,203,200,189,177,172,169,167,169,169,163,160,157,155
Santa Cruz das Flores,434,424,408,385,372,363,354,348,339,326,316,312,305,297,291,282,271,270,274,277,278,271,264,263
Corvo,55,55,53,52,51,49,48,46,46,48,48,48,51,51,48,45,43,44,46,46,51,56,57,55
Calheta [R.A.M.],2061,2016,1986,1941,1899,1880,1875,1847,1808,1781,1741,1684,1624,1560,1502,1459,1420,1394,1375,1353,1318,1273,1250,1247
Câmara de Lobos,9095,9005,8886,8736,8600,8451,8278,8077,7823,7612,7405,7102,6754,6387,6027,5727,5486,5291,5150,5050,4937,4809,4697,4659
Funchal,17985,18130,18243,18267,18217,18198,18156,17972,17674,17304,16907,16470,15992,15443,14886,14421,14031,13708,13437,13207,12946,12732,12566,12374
Machico,4320,4259,4203,4155,4082,4002,3922,3845,3734,3589,3461,3326,3165,2992,2842,2711,2593,2497,2415,2350,2267,2195,2134,2084
Ponta do Sol,1692,1697,1699,1704,1716,1736,1737,1712,1690,1679,1652,1585,1506,1419,1345,1286,1229,1191,1159,1108,1048,1009,1002,1004
Porto Moniz,489,468,447,430,422,407,390,375,367,365,365,352,332,316,297,287,287,276,262,244,232,227,221,217
Ribeira Brava,2518,2532,2587,2653,2679,2675,2666,2631,2604,2539,2438,2351,2252,2148,2049,1965,1895,1833,1781,1715,1645,1600,1581,1565
Santa Cruz,6120,6364,6621,6902,7186,7458,7733,7991,8192,8298,8281,8153,7928,7679,7460,7238,7038,6867,6745,6645,6519,6413,6315,6217
Santana,1388,1320,1271,1235,1210,1192,1156,1112,1081,1056,1021,966,911,860,819,781,749,729,713,696,669,648,638,627
São Vicente,1060,1026,991,966,950,927,903,879,848,831,809,770,730,680,642,622,601,581,561,540,517,491,490,501
Porto Santo,810,815,823,841,858,864,861,865,863,857,854,840,824,799,766,746,730,703,676,647,615,618,631,637
